Amount Achieved,Amount Anticipated,Amount Needed,Amount Remaining (Init Pies),Amount Remaining (Budget),Amount Secured,Axis_1,Axis_2,Budget Text,Budget Title,Len Statement,Len Initiative Goal,Len Init Status,Display Order (Columns),Display Order (Rows),Indicator Label,Indicator Label Abbr,Indicator Label Upper,Indicator Latest,Indicator Statement,Indicator Subcategory,Indicator Subcategory Label,Indicator Target,Indicator Type Key,Indicator Unit,Indicator Value,Initiative Goal,Initiative Key,Initiative Name,Initiative Status,Initiative Status Justification,Initiative Status Title,Is Active,Len MS Status,Len MS,Milestone Name,Milestone (Abbr),Milestone Status,Milestone Status Justification,Target,Number of Milestones,Pie Type,Practice Abbr,Practice Key,Practice Name,Status Update (Abbr),Subcategory Abbr,Target Trend,US Initiative,Value Trend,Year
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,111,321,273,4,2,Status of the US NDC,STATUS OF THE US NDC,STATUS OF THE US NDC,17,"By the end of 2021, the United States has put forward an NDC that is consistent with the IPCC required pathway.",NSA Contribution, ,28,200068,%,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,26,166,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage national governments in opportunities to set next climate targets.,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage … (continued),Progress,Contingent on milestone 1.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestone 1.,NSA Contribution,28,Yes,,2021
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,111,321,273,4,2,Status of the US NDC,STATUS OF THE US NDC,STATUS OF THE US NDC,17,"By the end of 2021, the United States has put forward an NDC that is consistent with the IPCC required pathway.",NSA Contribution, ,28,200068,%,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,197,US has enacted new federal climate legislation or other national policy that addresses major emissions sources and includes legally mandatory targets that are consistent with IPCC 1.5 trajectories.,US has enacted new federal climate legislation or other national policy that addresses major emissio… (continued),Progress,Contingent on milestones 1 and 2.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 2.,NSA Contribution,28,Yes,,2021
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,111,321,273,4,2,Status of the US NDC,STATUS OF THE US NDC,STATUS OF THE US NDC,17,"By the end of 2021, the United States has put forward an NDC that is consistent with the IPCC required pathway.",NSA Contribution, ,28,200068,%,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,159,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,Contingent on milestones 1 and 3.,Dec 2025,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 3.,NSA Contribution,28,Yes,,2021
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,111,321,273,4,2,Status of the US NDC,STATUS OF THE US NDC,STATUS OF THE US NDC,17,"By the end of 2021, the United States has put forward an NDC that is consistent with the IPCC required pathway.",NSA Contribution, ,28,200068,%,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,37,159,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,"Contingent on milestones 1, 3, and 5.",Dec 2030,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"Contingent on milestones 1, 3, and 5.",NSA Contribution,28,Yes,,2021
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,209,172,"15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targets, and 5 new domestic multi-stakeholder coalitions launch in US states.",15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targe… (continued),Progress,"The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Still In place-based state pilots, and work to develop new alliances and coalitions in key countries and states.",Dec 2020,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Sti… (continued), ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,65,107,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,Progress,"A new, ambitious US NDC will rely on a significant federal shift.",Dec 2021,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"A new, ambitious US NDC will rely on a significant federal shift.", ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,26,166,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage national governments in opportunities to set next climate targets.,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage … (continued),Progress,Contingent on milestone 1.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestone 1., ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,197,US has enacted new federal climate legislation or other national policy that addresses major emissions sources and includes legally mandatory targets that are consistent with IPCC 1.5 trajectories.,US has enacted new federal climate legislation or other national policy that addresses major emissio… (continued),Progress,Contingent on milestones 1 and 2.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 2., ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,159,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,Contingent on milestones 1 and 3.,Dec 2025,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 3., ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,,100069,% GHG reduction,12,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,37,159,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,"Contingent on milestones 1, 3, and 5.",Dec 2030,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"Contingent on milestones 1, 3, and 5.", ,,Yes,-12.4,2019
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,209,172,"15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targets, and 5 new domestic multi-stakeholder coalitions launch in US states.",15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targe… (continued),Progress,"The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Still In place-based state pilots, and work to develop new alliances and coalitions in key countries and states.",Dec 2020,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Sti… (continued), ,-50,Yes,,2030
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,65,107,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,Progress,"A new, ambitious US NDC will rely on a significant federal shift.",Dec 2021,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"A new, ambitious US NDC will rely on a significant federal shift.", ,-50,Yes,,2030
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,26,166,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage national governments in opportunities to set next climate targets.,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage … (continued),Progress,Contingent on milestone 1.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestone 1., ,-50,Yes,,2030
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,197,US has enacted new federal climate legislation or other national policy that addresses major emissions sources and includes legally mandatory targets that are consistent with IPCC 1.5 trajectories.,US has enacted new federal climate legislation or other national policy that addresses major emissio… (continued),Progress,Contingent on milestones 1 and 2.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 2., ,-50,Yes,,2030
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,159,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 12 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,Contingent on milestones 1 and 3.,Dec 2025,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 3., ,-50,Yes,,2030
0.248,"$2,223,700","$24,065,849",0.752,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,198,321,273,2,2,US GHG Emissions,US GHG EMISSIONS,US GHG EMISSIONS,12,"By 2023, the United States is on an emissions pathway that is consistent with what the IPCC requires for 1.5 degree scenario (i.e., 40 to 60 percent below 2010 levels by 2030, and net zero by 2050).",, ,50,100069,% GHG reduction,,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,37,159,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at least in part based on advocacy and inputs from the coalitions.,At least 25 countries where new coalitions are operating increase the ambition of their NDCs at leas… (continued),Progress,"Contingent on milestones 1, 3, and 5.",Dec 2030,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"Contingent on milestones 1, 3, and 5.", ,-50,Yes,,2030
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,224,321,273,3,2,1.5C Alignment of NDCs and LTS,1.5C ALIGNMENT OF NDCS AND LTS,1.5C ALIGNMENT OF NDCS AND LTS,0,"By 2030, the NDCs and/or long-term strategies of 25 focal countries are aligned with 1.5C emissions trajectories based on the advocacy efforts and technical inputs of domestic multi-stakeholder coalitions in those countries.",# 1.5C NDC, ,,200065,# 1.5 NDC/LTS focal countries,0,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,209,172,"15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targets, and 5 new domestic multi-stakeholder coalitions launch in US states.",15 new domestic multi-stakeholder coalitions champion higher ambition through revised national targe… (continued),Progress,"The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Still In place-based state pilots, and work to develop new alliances and coalitions in key countries and states.",Dec 2020,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,The present opportunity is to scale the work of existing Alliances for Climate Action and We Are Sti… (continued),# 1.5C NDC,,Yes,0,2018
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,224,321,273,3,2,1.5C Alignment of NDCs and LTS,1.5C ALIGNMENT OF NDCS AND LTS,1.5C ALIGNMENT OF NDCS AND LTS,0,"By 2030, the NDCs and/or long-term strategies of 25 focal countries are aligned with 1.5C emissions trajectories based on the advocacy efforts and technical inputs of domestic multi-stakeholder coalitions in those countries.",# 1.5C NDC, ,,200065,# 1.5 NDC/LTS focal countries,0,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,65,107,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,The United States has reentered Paris and put forward an NDC that is consistent with the IPCC 1.5C pathway.,Progress,"A new, ambitious US NDC will rely on a significant federal shift.",Dec 2021,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,"A new, ambitious US NDC will rely on a significant federal shift.",# 1.5C NDC,,Yes,0,2018
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,224,321,273,3,2,1.5C Alignment of NDCs and LTS,1.5C ALIGNMENT OF NDCS AND LTS,1.5C ALIGNMENT OF NDCS AND LTS,0,"By 2030, the NDCs and/or long-term strategies of 25 focal countries are aligned with 1.5C emissions trajectories based on the advocacy efforts and technical inputs of domestic multi-stakeholder coalitions in those countries.",# 1.5C NDC, ,,200065,# 1.5 NDC/LTS focal countries,0,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,26,166,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage national governments in opportunities to set next climate targets.,17 domestic multi-stakeholder coalitions demonstrably scale up climate action & successfully engage … (continued),Progress,Contingent on milestone 1.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestone 1.,# 1.5C NDC,,Yes,0,2018
0,"$2,223,700","$24,065,849",1,"$21,537,593","$304,556",1,1,0M of 24M,BUDGET: 0M of 24M,224,321,273,3,2,1.5C Alignment of NDCs and LTS,1.5C ALIGNMENT OF NDCS AND LTS,1.5C ALIGNMENT OF NDCS AND LTS,0,"By 2030, the NDCs and/or long-term strategies of 25 focal countries are aligned with 1.5C emissions trajectories based on the advocacy efforts and technical inputs of domestic multi-stakeholder coalitions in those countries.",# 1.5C NDC, ,,200065,# 1.5 NDC/LTS focal countries,0,"By 2030,  domestic multi-stakeholder coalitions formed in 25 countries champion 1.5 C aligned policies & inspire a critical mass of non-state actors to achieve 1.5 C-aligned targets, by mobilizing new voluntary climate actions, building public support & encouraging governments to meet & enhance national climate targets.",30,Alliances for Climate Action (incl WASI),Opportunity,"Alliances for Climate Action and We Are Still In have achieved early success in the US, Mexico, Japan, and Argentina between 2017 and 2018, and now have the opportunity to scale their size, influence, and impact through WWF Network collaboration and continued partnerships.",INITIATIVE STATUS:  Opportunity,Yes,33,197,US has enacted new federal climate legislation or other national policy that addresses major emissions sources and includes legally mandatory targets that are consistent with IPCC 1.5 trajectories.,US has enacted new federal climate legislation or other national policy that addresses major emissio… (continued),Progress,Contingent on milestones 1 and 2.,Dec 2023,6,Yes Data - Yes Target - Good Trend,Cl,521,Climate & Energy,Contingent on milestones 1 and 2.,# 1.5C NDC,,Yes,0,2018
