Display Order,Indicator Label,Indicator_Latest_Value,Indicator_Latest_Year,Indicator Lower Value,Indicator Subcategory,Indicator_Target (Fact_Global_WWF_2030_Outcome_Indicators),Indicator Type Key,Indicator Unit,Indicator Upper Value,Indicator Value,Panel_Label_Upper,Practice Key,Practice Name,US_Indicator,Year
500200,Improved Integrity & Quality,"9,971,600.00",2018,,Hydrological Integrity,,OUT2_FW_A,Kilometers free-flowing river,,9971600,CLEAN FLOWING RIVERS,525,Freshwater,Yes,2018
500200,Improved Integrity & Quality,,9999,,Ambient Water Quality*,,OUT2_FW_B,% river water bodies with good quality,,,CLEAN FLOWING RIVERS,525,Freshwater,Yes,
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,4.275737815,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1990
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,4.446564926,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1991
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,4.590209847,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1992
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,4.701166159,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1993
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,4.923407451,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1994
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,5.167566856,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1995
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",0.22,2016,,Effectiveness (Meets Score Threshold)*,100,OUT1_WL_E,% assessed area,,,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2030
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,16.33763905,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2018
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,18.61692379,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2018
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,30,OUT1_WL_A,% global area,,,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2030
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,100,OUT1_WL_B,% protected area,,,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2030
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",67.35,2016,,Connectedness*,100,OUT1_WL_C,% protected area,,,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2030
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",6.08,2016,,Effectiveness (METT Assessed)*,100,OUT1_WL_D,% protected area,,,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2030
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,19.95401731,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2016
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",67.35,2016,,Connectedness*,,OUT1_WL_C,% protected area,,67.346938776,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2016
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",6.08,2016,,Effectiveness (METT Assessed)*,,OUT1_WL_D,% protected area,,6.081423098,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2016
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",0.22,2016,,Effectiveness (Meets Score Threshold)*,,OUT1_WL_E,% assessed area,,0.219257753,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2016
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,16.07897284,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2017
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,18.8243521,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2017
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,22.05242638,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2013
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,13.7168624,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2014
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,21.51998298,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2014
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,13.99864739,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2015
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,21.19552469,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2015
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,14.91874188,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2016
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,24.41731855,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2010
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,11.34046592,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2011
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,24.47814494,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2011
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,12.89561576,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2012
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,22.05599058,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2012
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,13.14627459,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2013
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,25.32990627,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2007
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,9.739480726,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2008
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,25.23142079,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2008
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,10.52395885,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2009
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,23.8544214,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2009
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,11.23016465,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2010
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,25.68551277,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2004
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,7.939745354,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2005
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,26.06103574,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2005
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,8.853525701,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2006
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,26.33144175,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2006
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,9.450960499,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2007
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,27.23320283,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2001
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,7.272676915,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2002
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,26.00636031,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2002
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,7.400979673,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2003
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,26.01574107,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2003
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,7.759754869,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2004
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,27.0886096,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1998
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,6.216316414,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1999
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,26.88030704,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1999
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,6.458636664,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2000
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,27.05303387,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2000
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,6.668148264,VITAL HABITATS CONSERVED,526,Wildlife,Yes,2001
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,28.04616319,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1995
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,5.454001793,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1996
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,27.83749063,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1996
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,5.804497258,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1997
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",18.62,2018,,Biological Importance,,OUT1_WL_B,% protected area,,27.21231763,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1997
600300,"Extensive, Effective, Connected, & Biologically Important Habitat Protection",16.34,2018,,Extent,,OUT1_WL_A,% global area,,6.018256636,VITAL HABITATS CONSERVED,526,Wildlife,Yes,1998
600200,Illegal Killing of African Elephants*,53.54,2018,35.115,,,OUT2_WL_B,% PIKE,45.685,40.4,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2003
600200,Illegal Killing of African Elephants*,53.54,2018,44.205,,,OUT2_WL_B,% PIKE,54.155,49.18,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2004
600200,Illegal Killing of African Elephants*,53.54,2018,26.547,,,OUT2_WL_B,% PIKE,37.213,31.88,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2005
600200,Illegal Killing of African Elephants*,53.54,2018,32.678,,,OUT2_WL_B,% PIKE,44.322,38.5,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2006
600200,Illegal Killing of African Elephants*,53.54,2018,44.479,,,OUT2_WL_B,% PIKE,55.001,49.74,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2007
600200,Illegal Killing of African Elephants*,53.54,2018,54.684,,,OUT2_WL_B,% PIKE,64.156,59.42,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2008
600200,Illegal Killing of African Elephants*,53.54,2018,58.382,,,OUT2_WL_B,% PIKE,65.738,62.06,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2015
600200,Illegal Killing of African Elephants*,53.54,2018,53.575,,,OUT2_WL_B,% PIKE,61.285,57.43,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2016
600200,Illegal Killing of African Elephants*,53.54,2018,49.311,,,OUT2_WL_B,% PIKE,56.589,52.95,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2017
600200,Illegal Killing of African Elephants*,53.54,2018,49.393,,,OUT2_WL_B,% PIKE,57.687,53.54,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2018
600200,Illegal Killing of African Elephants*,53.54,2018,,,0,OUT2_WL_B,% PIKE,,,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2030
600200,Illegal Killing of African Elephants*,53.54,2018,40.175,,,OUT2_WL_B,% PIKE,48.465,44.32,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2009
600200,Illegal Killing of African Elephants*,53.54,2018,61.625,,,OUT2_WL_B,% PIKE,70.575,66.1,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2010
600200,Illegal Killing of African Elephants*,53.54,2018,73.444,,,OUT2_WL_B,% PIKE,81.256,77.35,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2011
600200,Illegal Killing of African Elephants*,53.54,2018,65.699,,,OUT2_WL_B,% PIKE,72.441,69.07,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2012
600200,Illegal Killing of African Elephants*,53.54,2018,61.219,,,OUT2_WL_B,% PIKE,68.941,65.08,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2013
600200,Illegal Killing of African Elephants*,53.54,2018,60.184,,,OUT2_WL_B,% PIKE,67.856,64.02,OVEREXPLOITATION PREVENTED,526,Wildlife,Yes,2014
100100,Total GHG Emissions,48.89,2014,,,,OUT1_CE_A,Gt CO2e,,45.76096272,MITIGATION,521,Climate & Energy,Yes,2010
100100,Total GHG Emissions,48.89,2014,,,,OUT1_CE_A,Gt CO2e,,47.02597431,MITIGATION,521,Climate & Energy,Yes,2011
100100,Total GHG Emissions,48.89,2014,,,,OUT1_CE_A,Gt CO2e,,47.58360699,MITIGATION,521,Climate & Energy,Yes,2012
100100,Total GHG Emissions,48.89,2014,,,,OUT1_CE_A,Gt CO2e,,48.25729704,MITIGATION,521,Climate & Energy,Yes,2013
100100,Total GHG Emissions,48.89,2014,,,,OUT1_CE_A,Gt CO2e,,48.89237286,MITIGATION,521,Climate & Energy,Yes,2014
100100,Total GHG Emissions,48.89,2014,,,27,OUT1_CE_A,Gt CO2e,,,MITIGATION,521,Climate & Energy,Yes,2030
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,18,FOREST RESTORATION,523,Forests,Yes,2011
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,20,FOREST RESTORATION,523,Forests,Yes,2012
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,59.87,FOREST RESTORATION,523,Forests,Yes,2014
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,102.67,FOREST RESTORATION,523,Forests,Yes,2015
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,137.31,FOREST RESTORATION,523,Forests,Yes,2016
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,160.2,FOREST RESTORATION,523,Forests,Yes,2017
300300,"Total Area Committed, Funded, & Restored",,2017,,Restored*,350,OUT3_FR_C,M ha,,,FOREST RESTORATION,523,Forests,Yes,2030
300300,"Total Area Committed, Funded, & Restored",,2017,,Funded*,,OUT3_FR_B,M ha,,,FOREST RESTORATION,523,Forests,Yes,2017
300300,"Total Area Committed, Funded, & Restored",,2017,,Restored*,,OUT3_FR_C,M ha,,,FOREST RESTORATION,523,Forests,Yes,2017
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,169.17,FOREST RESTORATION,523,Forests,Yes,2018
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,,OUT3_FR_A,M ha,,171.17,FOREST RESTORATION,523,Forests,Yes,2019
300300,"Total Area Committed, Funded, & Restored",171.17,2019,,Committed,350,OUT3_FR_A,M ha,,,FOREST RESTORATION,523,Forests,Yes,2030
300300,"Total Area Committed, Funded, & Restored",,2017,,Funded*,350,OUT3_FR_B,M ha,,,FOREST RESTORATION,523,Forests,Yes,2030
